


鈿狅笍浣跨敤-椤荤煡,#genre#
闇嶄笢闃??17,https://vod4.bdzybf7.com/20220419/lxzWjxCo/index.m3u8
闇嶄笢闃??19,https://vod4.bdzybf7.com/20220419/cHrJmF0s/index.m3u8
闇嶄笢闃??20,https://vod4.bdzybf7.com/20220419/CdDB6XyW/index.m3u8
闇嶄笢闃??21,https://vod4.bdzybf7.com/20220419/yFe5p2sk/index.m3u8
闇嶄笢闃??22,https://vod4.bdzybf7.com/20220419/L10pacb9/index.m3u8
闇嶄笢闃??23,https://vod4.bdzybf7.com/20220419/me6SSzIF/index.m3u8
闇嶄笢闃??25,https://vod4.bdzybf7.com/20220419/ZgnwN545/index.m3u8
闇嶄笢闃??26,https://vod4.bdzybf7.com/20220419/2vQhQ6rG/index.m3u8
闇嶄笢闃??27,https://vod4.bdzybf7.com/20220419/xshB2JgN/index.m3u8
闇嶄笢闃??28,https://vod4.bdzybf7.com/20220419/5VBXU8D0/index.m3u8
闇嶄笢闃??29,https://vod4.bdzybf7.com/20220419/gyw8E7At/index.m3u8
闇嶄笢闃??30,https://vod4.bdzybf7.com/20220419/oUwv38vK/index.m3u8

馃摻锔忚嫳鍙??-闆嗚,#genre#
鏋楁鑻??(楂樻竻),https://vd2.bdstatic.com/mda-ncv2mj02vxhjcp4x/480p/h264_delogo/1648605267123060003/mda-ncv2mj02vxhjcp4x.mp4
鏋楁鑻??-绗??01閮??,https://50069.njc.svp.tencent-cloud.com/0b78uyaaoaaahqapjfqfwfqvbjwda6taabya.f10002.mp4
鏋楁鑻??-绗??02閮??,https://50069.njc.svp.tencent-cloud.com/0bc3uuabyaaagmahv4c745rfbjoddssqahaa.f10002.mp4
鏋楁鑻??-绗??03閮??,https://50069.njc.svp.tencent-cloud.com/0bc3reabyaaa24ahktk75frfbcoddseqahaa.f10002.mp4
鏋楁鑻??-绗??04閮??,https://50069.njc.svp.tencent-cloud.com/0bc34mabyaaat4acczda45rfby6ddtrqahaa.f10002.mp4
鏋楁鑻??-绗??05閮??,https://50069.njc.svp.tencent-cloud.com/0bc3zeaagaaafmadc73fjvrfbsodapeqaaya.f10002.mp4
鏋楁鑻??-绗??06閮??,https://50069.njc.svp.tencent-cloud.com/0bc3paab2aaa2qadek3a4frfa6gddv4aahia.f10002.mp4
鏋楁鑻??-绗??07閮??,https://50069.njc.svp.tencent-cloud.com/0bc3duab2aaay4ahc32755rfahodduoqahia.f10003.mp4
鏋楁鑻??-绗??08閮??,https://50069.njc.svp.tencent-cloud.com/0b2e2yaaqaaa2aadclla4rrfbvwdbdlaacaa.f10002.mp4
鏋楁鑻??-绗??09閮??,https://50069.njc.svp.tencent-cloud.com/0bc3miaaaaaaveahir3fmfrfaywdabraaaaa.f10002.mp4
鏋楁鑻??-绗??10閮??,https://50069.njc.svp.tencent-cloud.com/0bc35uab4aaameaf4vta5jrfb3odd3wqahqa.f10002.mp4
鏋楁鑻??-绗??11閮??,https://50069.njc.svp.tencent-cloud.com/0bc3cyab4aaawaaolwla4jrfafwddylaahqa.f10002.mp4
鏋楁鑻??-绗??12閮??,https://50069.njc.svp.tencent-cloud.com/0bc3maabuaaajeaijzk55jrfaygddjqaagqa.f10002.mp4
鏋楁鑻??-绗??13閮??,https://50069.njc.svp.tencent-cloud.com/0bc3mmaaaaaajeag6y3fmfrfay6dabrqaaaa.f10002.mp4
鏋楁鑻??-绗??14閮??,https://50069.njc.svp.tencent-cloud.com/0bc3ziabuaaawealhhs54jrfbswddlfaagqa.f10002.mp4
鏋楁鑻??-绗??15閮??,https://50069.njc.svp.tencent-cloud.com/0bc3amabwaaa4yalto255zrfaa6ddmbqagya.f10002.mp4
鏋楁鑻??-绗??16閮??,https://50069.njc.svp.tencent-cloud.com/0bc3caabuaaapqal5v254nrfaegddiiaagqa.f10002.mp4
鏋楁鑻??-绗??17閮??,https://50069.njc.svp.tencent-cloud.com/0bc3yaabyaaauqaccos74zrfbqgddtaaahaa.f10002.mp4
鏋楁鑻??-绗??18閮??,https://50069.njc.svp.tencent-cloud.com/0b2e4aaacaaaj4aihsdffbrfbygdahqaaaia.f10002.mp4
鏋楁鑻??-绗??19閮??,https://50069.njc.svp.tencent-cloud.com/0bc3qeabwaaae4afr3s74brfbaoddoaqagya.f10002.mp4
鏋楁鑻??-绗??20閮??,https://50069.njc.svp.tencent-cloud.com/0bc3fmabuaaaymakwck545rfak6ddivqagqa.f10002.mp4
鏋楁鑻??-绗??21閮??,https://50069.njc.svp.tencent-cloud.com/0bc32yabuaaazeak7as54jrfbvwddllaagqa.f10002.mp4
鏋楁鑻??-绗??22閮??,https://50069.njc.svp.tencent-cloud.com/0b2e2iaaoaaadmacup262zrfbuwda7jaabya.f10002.mp4
鏋楁鑻??-绗??23閮??,https://50069.njc.svp.tencent-cloud.com/0bc3niabwaaajaafmjc74zrfa2wddnvaagya.f10002.mp4
鏋楁鑻??-绗??24閮??,https://50069.njc.svp.tencent-cloud.com/0bc3gyabwaaaa4aflf2655rfanwddm3aagya.f10003.mp4
鏋楁鑻??-绗??25閮??,https://50069.njc.svp.tencent-cloud.com/0bc35uabuaaauyacw6k665rfb3oddlwqagqa.f10002.mp4
鏋楁鑻??-绗??26閮??,https://50069.njc.svp.tencent-cloud.com/0bc3waabyaaa4iaerzs75zrfbmgddsyaahaa.f10002.mp4
鏋楁鑻??-绗??27閮??,https://50069.njc.svp.tencent-cloud.com/0bc3faabyaaaoqaeko275zrfakgddquaahaa.f10003.mp4
鏋楁鑻??-绗??28閮??,https://50069.njc.svp.tencent-cloud.com/0bc3cmabyaaayeaekpc74zrfae6ddqjqahaa.f10002.mp4
鏋楁鑻??-绗??29閮??,https://50069.njc.svp.tencent-cloud.com/0bc3ruabyaaajiagzhc765rfbdoddsgqahaa.f10003.mp4
鏋楁鑻??-绗??30閮??,https://50069.njc.svp.tencent-cloud.com/0b2e64aaoaaagmafx3k76zrfb56da73qabya.f10002.mp4
鏋楁鑻??-绗??31閮??,https://50069.njc.svp.tencent-cloud.com/0bc3paab2aaavaacyota4zrfa6gddv4aahia.f10002.mp4
鏋楁鑻??-绗??32閮??,https://50069.njc.svp.tencent-cloud.com/0b78j4aaeaaauuadixrl6jqvat6dajhqaaqa.f10002.mp4
鏋楁鑻??-绗??33閮??,https://50069.njc.svp.tencent-cloud.com/0bf2cmaauaaazaadzirl6nqvae6dbijqacqa.f10002.mp4
鏋楁鑻??-绗??34閮??,https://50069.njc.svp.tencent-cloud.com/0bf27yaa2aaaniaap3bl4nqvb7wdbx7aadia.f10004.mp4
鏋楁鑻??-绗??35閮??,https://50069.njc.svp.tencent-cloud.com/0bf254aasaaaoqad6arl6vqvb36dbhxqacia.f10003.mp4
鏋楁鑻??-绗??36閮??,https://50069.njc.svp.tencent-cloud.com/0bf2y4aasaaaleaah7rl6vqvbr6dbhdqacia.f10003.mp4
鏋楁鑻??-绗??37閮??,https://50069.njc.svp.tencent-cloud.com/0b78siaacaaahiaaxrrl7bqvbewdagjaaaia.f10004.mp4
鏋楁鑻??-绗??38閮??,https://50069.njc.svp.tencent-cloud.com/0bf26uaa4aaapaadqmjl4nqvb5odb32qadqa.f10003.mp4
鏋楁鑻??-绗??39閮??,https://50069.njc.svp.tencent-cloud.com/0bf2viaayaaaweadnasq5bqfbkwdbsvaadaa.f10002.mp4
鏋楁鑻??-绗??40閮??,https://50069.njc.svp.tencent-cloud.com/0bf2iiaayaaaduadxb2q2fqfaqwdbrbaadaa.f10002.mp4
鏋楁鑻??-绗??41閮??,https://50069.njc.svp.tencent-cloud.com/0bf2pyaayaaa3uaccucq4vqfa7wdbr7aadaa.f10002.mp4
鏋楁鑻??-绗??42閮??,https://50069.njc.svp.tencent-cloud.com/0bf2iqaa6aaa3ead6d2q3zqfargdb5caadya.f10002.mp4
鏋楁鑻??-绗??43閮??,https://50069.njc.svp.tencent-cloud.com/0bf26uaa4aaaneacnvkq2zqfb5odb32qadqa.f10002.mp4
鏋楁鑻??-绗??44閮??,https://50069.njc.svp.tencent-cloud.com/0bf2zyaayaaapaad3ssq2fqfbtwdbthaadaa.f10002.mp4
鏋楁鑻??-绗??45閮??,https://50069.njc.svp.tencent-cloud.com/0bf22uaawaaakiacgmsq5jqfbvodbpkqacya.f10002.mp4
鏋楁鑻??-绗??46閮??,https://50069.njc.svp.tencent-cloud.com/0bf2gqaa4aaal4acmisq2zqfangdby2aadqa.f10002.mp4
馃帪锔忕粡鍏??-鎬??鏃??,#genre#
鎱剁棣欐腐鍥炴绁栧湅25鍛ㄥ勾鏂囪棟鏅氭渻,http://202.88.100.34:9000/home/powercms/media/1656682200_1656676800_1656682204956_li_.mp4
棣欐腐鍥炲綊25鍛ㄥ勾鏅氫細,https://new.qqaku.com/20220702/1XngnQsC/index.m3u8
寮??鍥藉ぇ鍏??4K缁濈増褰卞儚,https://link.jscdn.cn/1drv/aHR0cHM6Ly8xZHJ2Lm1zL3UvcyFBcWRaQXVqUUttYXpiUVJnSTFiVnJzVDNRSFk_ZT0yUDA5a0g
鐩叉垬,https://50069.njc.svp.tencent-cloud.com//0bc3syabgaaauaaft63rljrfbfwdcolaaeya.f10002.mp4?
鍔熷か,https://50069.njc.svp.tencent-cloud.com/0bf2ieaaoaaamuaguasl2jqfaqoda5aqabya.f10003.mp4
璁╁瓙寮归瀹屾暣鐗??,https://50069.njc.svp.tencent-cloud.com//0bf2fmacaaaabmadonmfgbqfak6deavqaiaa.f10003.mp4
鎬ュ厛閿??,https://50069.njc.svp.tencent-cloud.com//0b78p4aaqaaa4yacyvvxsbpva76dbb7qacaa.f10004.mp4
涓??鍒??鍊惧煄锛堢宸炵涓??鍒??锛??,https://50069.njc.svp.tencent-cloud.com//0b2efiaaeaaageaeokfj2frfakwdaivaaaqa.f10002.mp4?
鎴戜笉鏄嵂绁??,https://50069.njc.svp.tencent-cloud.com//0bf2bmaaaaaa2uanjikqfzpvac6daafqaaaa.f10002.mp4?
澶╄嫢鏈夋儏,https://50069.njc.svp.tencent-cloud.com//0bc3ieaccaaafyalir4zyjrfaqodefaqaiia.f10002.mp4?
澶╄嫢鏈夋儏2涔嬪ぉ闀垮湴涔??,https://50069.njc.svp.tencent-cloud.com//0bc3dyaceaaaxiajege2yfrfahwdeipaaiqa.f10003.mp4?
椋庝簯浜??,https://vip.lz-cdn2.com/20220528/7786_1cdd9521/1200k/hls/index.m3u8
椋庝簯.闆勯湼澶╀笅1998,https://50069.njc.svp.tencent-cloud.com//0bc3mqabyaaafaajmlree5rfazgddrsaahaa.f10002.mp4?
椋庨椋??,https://50069.njc.svp.tencent-cloud.com//0b783qaaeaaahmamhnlf6vqfbxgdaloaaaqa.f10002.mp4?
棣栧皵鎬皥,https://50069.njc.svp.tencent-cloud.com//0b2eweaaoaaaliaktiuj3jrfbmoda6yqabya.f10002.mp4?
渚忕綏绾笘鐣??3瀹屾暣鐗??,https://50069.njc.svp.tencent-cloud.com//0bc3amaaeaaaduagv3ogujrfaa6daibqaaqa.f10002.mp4?
鐙勪粊鏉颁箣涔濆眰濡栨ゼ,http://cache.ott.fifavod.itv.cmvideo.cn/10013006628.m3u8?
鑷村懡榛戝叞,https://50069.njc.svp.tencent-cloud.com//0bf23eaamaaapiaonhxwvrqfbwoda3mqabqa.f10002.mp4?
蹇嶈??呯榫??,http://www.alibabapictures.com/movies/shenggui/poyingerchu.mp4
鏈ㄦ琚堣1984,https://50069.njc.svp.tencent-cloud.com//0b78vuabkaaazuagxhe2ajqfblodcwwqafia.f10002.mp4?
灏戞灄灏忓瓙1984,https://50069.njc.svp.tencent-cloud.com//0bf2nyabcaaajuahjtrgujqfa3wdcfxaaeia.f10002.mp4?
鍗楀寳灏戞灄1986,https://50069.njc.svp.tencent-cloud.com//0bc36uabgaaazqad6c4h7fqvb5odcp2qaeya.f10003.mp4?
灏戞灄瀵??1981,https://50069.njc.svp.tencent-cloud.com//0bf2oaazyaabmqabus445fpvc4gdtryadhaa.f10003.mp4?
鍗楀寳閱夋嫵,https://50069.njc.svp.tencent-cloud.com//0bf2mqaacaaaqiajugloxbqvazgdafsaaaia.f10004.mp4?
鑷彜鑻遍泟鍑哄皯骞??,https://50069.njc.svp.tencent-cloud.com//0bc3teadwaaam4actkgevbqvbgodhomqaoya.f10002.mp4?

瓒呭皬鍘??,http://36.101.206.161/txdirect.hls.huya.com/src/1199532390544-1199532390544-5310791314214748160-2399064904544-10057-A-0-1.m3u8
涔℃潙椋熷彅,http://36.101.206.161/txdirect.hls.huya.com/src/1199568026142-1199568026142-5463845042198151168-2399136175740-10057-A-0-1.m3u8?
Horrify (1080p),https://olympusamagi.pc.cdn.bitgravity.com/Horrify-roku/master.m3u8
Persiana Plus (1080p),http://51.210.199.21/hls/stream.m3u8
缇庨鏉庡瓙鏌??,http://36.101.206.161/txdirect.hls.huya.com/src/1199512837905-1199512837905-5226813369159254016-2399025799266-10057-A-0-1.m3u8
缇庨浣滃鐜嬪垰,http://36.101.206.161/txdirect.hls.huya.com/src/1199541480983-1199541480983-5349834452426031104-2399083085422-10057-A-0-1.m3u8?
浜虹敓澶т簨,https://50069.njc.svp.tencent-cloud.com//0bc3h4aaoaaazqaatpwa4nrfap6da47qabya.f10002.mp4?

鐢靛奖,https://50069.njc.svp.tencent-cloud.com/0bf22uaawaaakiacgmsq5jqfbvodbpkqacya.f10002.mp4

楝煎か,https://50069.njc.svp.tencent-cloud.com//0bf2n4aawaaaliao772og5qva36dbnxqacya.f10002.mp4?
灞辨潙鐙愬,https://50069.njc.svp.tencent-cloud.com//0bc3smaceaaakaadqcm3yjrfbe6dekjqaiqa.f10002.mp4?
鑷村懡榄旀湳,https://50069.njc.svp.tencent-cloud.com//0b78xeaasaaaceagxqwtlzqfboodbg4qacia.f10002.mp4?
鐜嬪浗:鍖楁柟鐨勯樋淇??,https://50069.njc.svp.tencent-cloud.com//0bf23uaaiaaasmai7x72xjqfbxodatoqabaa.f10002.mp4?
瑙︿笉鍙強,https://50069.njc.svp.tencent-cloud.com//0bf2deabmaaagyaotc6kifqfagodcymqafqa.f10002.mp4?

閭垫皬-鐢靛奖绯诲垪绗??171闆??,https://50069.njc.svp.tencent-cloud.com/0bc3piaauaaa4uabys2em5rfa6wdbj5aacqa.f10003.mp4
閭垫皬-鐢靛奖绯诲垪绗??172闆??,https://50069.njc.svp.tencent-cloud.com/0bc32iaawaaalqabgu2efbrfbuwdbpjaacya.f10003.mp4
閭垫皬-鐢靛奖绯诲垪绗??173闆??,https://50069.njc.svp.tencent-cloud.com/0bc3zeaauaaa5yaapi2ei5rfbsodbleqacqa.f10003.mp4
閭垫皬-鐢靛奖绯诲垪绗??174闆??,https://50069.njc.svp.tencent-cloud.com/0bc3d4aayaaa6uab7sceerrfah6dbqpqadaa.f10003.mp4
閭垫皬-鐢靛奖绯诲垪绗??176闆??,https://50069.njc.svp.tencent-cloud.com/0bc3lmaawaaaxqac5jkeg5rfaw6dbnnqacya.f10003.mp4
閭垫皬-鐢靛奖绯诲垪绗??177闆??,https://50069.njc.svp.tencent-cloud.com/0bc3h4aayaaaumac74ceerrfap6dbq7qadaa.f10003.mp4
閭垫皬-鐢靛奖绯诲垪绗??178闆??,https://50069.njc.svp.tencent-cloud.com/0bc364aauaaamiabi3selfrfb56dbl3qacqa.f10003.mp4
閭垫皬-鐢靛奖绯诲垪绗??179闆??,https://50069.njc.svp.tencent-cloud.com/0b2ejyaaeaaa34acx42eefrfatwdajhaaaqa.f10003.mp4
閭垫皬-鐢靛奖绯诲垪绗??180闆??,https://50069.njc.svp.tencent-cloud.com/0bc3fqaayaaameacxaceefrfalgdbqwaadaa.f10003.mp4
閭垫皬-鐢靛奖绯诲垪绗??181闆??,https://50069.njc.svp.tencent-cloud.com/0bc3geaa2aaasmad35ce7vrfamodbuyqadia.f10003.mp4
閭垫皬-鐢靛奖绯诲垪绗??182闆??,https://50069.njc.svp.tencent-cloud.com/0b2eqmaacaaareaju5co5vrfba6dagbqaaia.f10004.mp4
閭垫皬-鐢靛奖绯诲垪绗??183闆??,https://50069.njc.svp.tencent-cloud.com/0bc3haaaqaaavuaji62o6jrfaogdba4aacaa.f10003.mp4
閭垫皬-鐢靛奖绯诲垪绗??184闆??,https://50069.njc.svp.tencent-cloud.com/0b2eoyaacaaahyajog2o6zrfa5wdaf3aaaia.f10004.mp4
閭垫皬-鐢靛奖绯诲垪绗??185闆??,https://50069.njc.svp.tencent-cloud.com/0bc3t4aaqaaag4aj2fso7brfbh6dbcpqacaa.f10003.mp4


鎶楃編鎻存湞01,https://50069.njc.svp.tencent-cloud.com/0bf2aybfiaac24aoake4efpvebwdkqdaevaa.f10003.mp4
鎶楃編鎻存湞02,https://50069.njc.svp.tencent-cloud.com/0bf2qii2maareaambsug6jpudawdu2bbdjqa.f10003.mp4
鎶楃編鎻存湞03,https://50069.njc.svp.tencent-cloud.com/0b78iaabaaaaxyanwtmxifpvaqgdcbaaaeaa.f10003.mp4
鎶楃編鎻存湞04,https://50069.njc.svp.tencent-cloud.com/0bf244agoaaa6yaaryuzhbpvbz6dm7tqazya.f10004.mp4
鎶楃編鎻存湞05,https://50069.njc.svp.tencent-cloud.com/0bf2b4aaiaaaqyaosvnzizqfad6daqhqabaa.f10002.mp4
鎶楃編鎻存湞06,https://50069.njc.svp.tencent-cloud.com/0b78raaaaaaaeiaiaxfes5pvbcgdaceaaaaa.f10003.mp4


缁忓吀鍔熷か鍙??,https://cn-hbyc2-dx-live-01.bilivideo.com/live-bvc/545768/live_179302204_68184269.m3u8

閲戦┈褰遍櫌,http://hpull.kktv8.com/livekktv/128600025/playlist.m3u8

鍗堝褰遍櫌,https://pull.kktv8.com/livekktv/99592190.flv

濂崇褰遍櫌,https://pull.kktv8.com/livekktv/99350550.flv

娉板潶灏煎厠鍙??-绡厜,https://50069.njc.svp.tencent-cloud.com/0bf2ieaccaaajqac3kdnifqvaqodefaqaiia.f10003.mp4


浜洪绁??,https://50069.njc.svp.tencent-cloud.com/0bf22uaawaaakiacgmsq5jqfbvodbpkqacya.f10002.mp4


浜洪绁??,https://50069.njc.svp.tencent-cloud.com/0bf22uaawaaakiacgmsq5jqfbvodbpkqacya.f10002.mp4


绁炲啘閲庝汉,https://50069.njc.svp.tencent-cloud.com//0bc33aaa2aaazmapn62glvrfbwgdbxmaadia.f10002.mp4
宸存瘮榫??,https://50069.njc.svp.tencent-cloud.com//0bf23eabkaaai4apwspqtzqfbwodcxmqafia.f10003.mp4
闀垮緛,https://50069.njc.svp.tencent-cloud.com//0b78mqaaoaaawaalduyewjqvazgda5saabya.f10003.mp4


閫冨嚭鐜夌背鍦??,https://50069.njc.svp.tencent-cloud.com//0bc3meaamaaa6yal4qfk2vrfayodazqqabqa.f10002.mp4


鐏靛够鍏堢敓,https://50069.njc.svp.tencent-cloud.com/0bf254aasaaaoqad6arl6vqvb36dbhxqacia.f10003.mp4


绁炴灙鎵嬩笌鍜栧柋楦??,https://50069.njc.svp.tencent-cloud.com/0bc3paab2aaavaacyota4zrfa6gddv4aahia.f10002.mp4


闃撮槼娉曠帇,https://50069.njc.svp.tencent-cloud.com/0bc32yabuaaazeak7as54jrfbvwddllaagqa.f10002.mp4
榫欑殑蹇??,https://50069.njc.svp.tencent-cloud.com/0b2e2iaaoaaadmacup262zrfbuwda7jaabya.f10002.mp4


鍙岄琛??鎴??,https://50069.njc.svp.tencent-cloud.com/0bc3mmaaaaaajeag6y3fmfrfay6dabrqaaaa.f10002.mp4


鏃舵潵杩愯浆,https://50069.njc.svp.tencent-cloud.com/0bc3miaaaaaaveahir3fmfrfaywdabraaaaa.f10002.mp4


鏃舵潵杩愯浆,https://50069.njc.svp.tencent-cloud.com/0bc3miaaaaaaveahir3fmfrfaywdabraaaaa.f10002.mp4


绗戝偛姹熸箹,https://50069.njc.svp.tencent-cloud.com/0bc34mabyaaat4acczda45rfby6ddtrqahaa.f10002.mp4


澶╁湴鐜勯棬,https://50069.njc.svp.tencent-cloud.com/0bc3reabyaaa24ahktk75frfbcoddseqahaa.f10002.mp4


閭垫皬鐢靛奖-濂冲効鍥??,https://50069.njc.svp.tencent-cloud.com/0bf2liaagaaakaak3kzf3bqvawwdannaaaya.f10003.mp4


娉板潶灏煎厠鍙??-绡厜,https://50069.njc.svp.tencent-cloud.com/0bf2ieaccaaajqac3kdnifqvaqodefaqaiia.f10003.mp4
榄旀垝1锛氶瓟鎴掔幇韬浗璇増,https://50069.njc.svp.tencent-cloud.com//0b2epeaaqaaacuajiav2p5qva6odbb4qacaa.f10002.mp4
榄旀垝2鍙屽濂囧叺,https://50069.njc.svp.tencent-cloud.com//0b78dyaagaaa2eacjdc4jvqvahwdampaaaya.f10002.mp4
榄旀垝3锛氱帇鑰呭綊鏉??,https://50069.njc.svp.tencent-cloud.com//0bf27qaa4aaaemacsw24jrqvb7gdb36aadqa.f10002.mp4
涓婃捣婊╃數褰辩増,https://ukzy.ukubf3.com/20220605/kssUhAeh/2000kb/hls/index.m3u8
涓婃捣婊╃画闆嗙數褰辩増,https://ukzy.ukubf3.com/20220605/v23fPIuM/2000kb/hls/index.m3u8

閭垫皬-宸汉澶т浆鎼忓懡浠??,https://50069.njc.svp.tencent-cloud.com/0bc3meaasaaapyalldscjnrfayodbfqqacia.f10003.mp4
閭垫皬-鐖辨儏鐨勪唬浠??,https://50069.njc.svp.tencent-cloud.com/0bc3t4aaqaaag4aj2fso7brfbh6dbcpqacaa.f10003.mp4
娓墖-鏃ュ姭,https://50069.njc.svptencent-cloud.com/0bc3juaceaaad4abvr4sfnqvatodejgqaiqa.f10003.mp4
閭垫皬-濂冲瓙鍏瘬,https://50069.njc.svp.tencent-cloud.com/0bc3jqaauaaakmamsascerrfatgdbjgaacqa.f10003.mp4


閭垫皬-鍓戝コ骞介瓊,https://50069.njc.svp.tencent-cloud.com/0bf2tqaa4aaaeeal5wecbvqvbhgdb2oaadqa.f10003.mp4

閭垫皬-鏂偁鍓??,https://50069.njc.svp.tencent-cloud.com/0bf2kaaa2aaakaaem74b6bqvaugdbviaadia.f10004.mp4

閭垫皬-杩介瓊闀??,https://50069.njc.svp.tencent-cloud.com/0bf2suaa2aaat4aemkeb4fqvbfodbwkqadia.f10003.mp4


閭垫皬-鍓戝コ骞介瓊,https://50069.njc.svp.tencent-cloud.com/0bf2tqaa4aaaeeal5wecbvqvbhgdb2oaadqa.f10003.mp4

閭垫皬-鏂偁鍓??,https://50069.njc.svp.tencent-cloud.com/0bf2kaaa2aaakaaem74b6bqvaugdbviaadia.f10004.mp4

閭垫皬-杩介瓊闀??,https://50069.njc.svp.tencent-cloud.com/0bf2suaa2aaat4aemkeb4fqvbfodbwkqadia.f10003.mp4

娓墖-灏戞灄瀛愬紵,https://50069.njc.svp.tencent-cloud.com/0bf2giaaeaaa7uapzf3ybbqvamwdaizaaaqa.f10003.mp4

娓墖-閲戣噦绔??,https://50069.njc.svp.tencent-cloud.com/0b78baaaeaaai4aaaklwujqvacgdaieaaaqa.f10003.mp4

娓墖-浜虹毊鐏,https://50069.njc.svp.tencent-cloud.com/010bf2giabuaaa4yaiabtgjrqvamwddizaagqa.f10003.mp4

娓墖-浜虹毊鐏,https://50069.njc.svp.tencent-cloud.com/,https://50069.njc.svp.tencent-cloud.com/020bf2giabuaaa4yaiabtgjrqvamwddizaagqa.f10003.mp4

娓墖-鏂垁瀹??,https://50069.njc.svp.tencent-cloud.com/0bc3iaabaaaazyaldque5bqvaqgdcbaaaeaa.f10002.mp4

娓墖-闇归洺鎷??,https://50069.njc.svp.tencent-cloud.com/0b78uiaagaaa44akhvme4vqvbiwdaoraaaya.f10003.mp4

娓墖-浜旇檸灞犻緳,https://50069.njc.svp.tencent-cloud.com/0b78cqaakaaadmalareh2vqvafgdaukaabia.f10003.mp4

娓墖-鍏寚鐞撮瓟,https://50069.njc.svp.tencent-cloud.com/0bc36qaa4aaavaam2cuda5qvb5gdb32aadqa.f10004.mp4

娓墖-灏戞灄浜旂,https://50069.njc.svp.tencent-cloud.com/0bc3fiabaaaalaanebud7vqvakwdcavaaeaa.f10004.mp4

娓墖-灏戞灄浼犱汉,https://50069.njc.svp.tencent-cloud.com/0bf2oiaa2aaafuaeneub6bqva4wdbvzaadia.f10003.mp4
澶ц拷鎹曞畬鏁寸増,https://50069.njc.svp.tencent-cloud.com//0bf2mmaamaaa4aadat3fazqfay6dazrqabqa.f10003.mp4
娈嬮叿,https://50069.njc.svp.tencent-cloud.com//0bc32eab2aaavialtudyenrfbuoddxiqahia.f10003.mp4
闈掗潰淇綏,https://50069.njc.svp.tencent-cloud.com//0bc32maamaaaluaa2ol64rrfbu6da3jqabqa.f10003.mp4
绗洓闃舵,https://50069.njc.svp.tencent-cloud.com//0bc3geabmaaaoyah2clshvrfamodcyyqafqa.f10003.mp4
澶ч椆澶╁,https://50069.njc.svp.tencent-cloud.com//0bf2geboqaacvmaeeqrz45pvemod5ayqf2aa.f10003.mp4
绾㈣壊骞界伒,https://50069.njc.svp.tencent-cloud.com//0bf2teaayaaameahaxk2nbqvbgodbsmqadaa.f10003.mp4
鍥涘崄涓冩氮浜??,https://50069.njc.svp.tencent-cloud.com//0bf2v4ahiaaaamakmkvbmvqfbl6dosxqa5aa.f10003.mp4
.闇嶆瘮鐗逛汉3,https://50069.njc.svp.tencent-cloud.com//0bf2pmaaaaaaveacgxv6bnpfa66dab5qaaaa.f10003.mp4
澶╂按鍥寸殑鏃ヤ笌澶??,https://50069.njc.svp.tencent-cloud.com//0bf2oqageaaaoiaciu2hifpva5gdmj2aayqa.f10003.mp4
寮??蹇冮鏀炬殤鍋??,https://vip.lz-cdn1.com/20220404/875_26a3165d/index.m3u8
娌℃湁鑰佸叕鐨勬棩瀛??,https://50069.njc.svp.tencent-cloud.com/0bc3piaauaaa4uabys2em5rfa6wdbj5aacqa.f10003.mp4
涓冨崄浜屽鎴垮[640*272][640*272],https://50069.njc.svp.tencent-cloud.com/0bc32iaawaaalqabgu2efbrfbuwdbpjaacya.f10003.mp4
鏂楁皵灏忕浠橻864*448][864*448],https://50069.njc.svp.tencent-cloud.com/0bc3zeaauaaa5yaapi2ei5rfbsodbleqacqa.f10003.mp4
榄傛柇濂堜綍妗720*376][720*376],https://50069.njc.svp.tencent-cloud.com/0bc3d4aayaaa6uab7sceerrfah6dbqpqadaa.f10003.mp4
鏇挎灙鑰佽眴[880*464][880*464],https://50069.njc.svp.tencent-cloud.com/0bc3lmaawaaaxqac5jkeg5rfaw6dbnnqacya.f10003.mp4
鐭充汉鎯匸864*368][864*368],https://50069.njc.svp.tencent-cloud.com/0bc3h4aayaaaumac74ceerrfap6dbq7qadaa.f10003.mp4
鍞愪汉琛楀姛澶皬瀛怺864*368][864*368],https://50069.njc.svp.tencent-cloud.com/0bc364aauaaamiabi3selfrfb56dbl3qacqa.f10003.mp4
姝﹀垯澶864*368][864*368],https://50069.njc.svp.tencent-cloud.com/0b2ejyaaeaaa34acx42eefrfatwdajhaaaqa.f10003.mp4
澶╀笅绗竴鎷砙864*368][864*368],https://50069.njc.svp.tencent-cloud.com/0bc3fqaayaaameacxaceefrfalgdbqwaadaa.f10003.mp4
琛屼緺瀹864*368][864*368],https://50069.njc.svp.tencent-cloud.com/0bc3geaa2aaasmad35ce7vrfamodbuyqadia.f10003.mp4
姹熸箹姹夊瓙[608*256][608*256],https://50069.njc.svp.tencent-cloud.com/0b2eqmaacaaareaju5co5vrfba6dagbqaaia.f10004.mp4
榫欒檸浼氶浜慬864*368][864*368],https://50069.njc.svp.tencent-cloud.com/0bc3haaaqaaavuaji62o6jrfaogdba4aacaa.f10003.mp4
